outer_target_code	source_regime_id	model_kind	support_budget_percent	normalized_antibiotic	fold_count	observations_mean_across_folds	rmse_mean_across_folds	rmse_sd_across_folds	mae_mean_across_folds	mae_sd_across_folds	r2_mean_across_folds	r2_sd_across_folds	pearson_mean_across_folds	pearson_sd_across_folds	spearman_mean_across_folds	spearman_sd_across_folds	one_tier_accuracy_mean_across_folds	one_tier_accuracy_sd_across_folds
ec		target_only_scratch	5	cefepime	5	666.6	2.0825018768905297	0.10891763528441235	1.6498126341846835	0.07575451379831949	0.2719437837314689	0.07815434323169847	0.5642719010676526	0.03306938976667519	0.552017333834372	0.03944290835544303	0.3767195981588785	0.05611206300208084
ec		target_only_scratch	5	cefmetazole	5	488.2	2.416103304909756	0.17994724194453138	2.080184945758897	0.2006829864903251	-0.37862432520929723	0.21633824852073907	0.021100024847433795	0.13112741762776114	0.006344715524762112	0.12836824953285972	0.22531596768245662	0.05982348329788722
ec		target_only_scratch	5	cefotaxime	5	1098.0	3.7440226731471298	0.247095972217565	3.0208238816398816	0.28534413169682005	0.36340801971208153	0.07455681467791263	0.6690690377676013	0.051496661137286674	0.6651935480995955	0.05236371732654549	0.1720097146326654	0.042652282688647784
ec		target_only_scratch	5	cefoxitin	5	349.4	1.4816803385165183	0.09079732339148862	1.1398562600103122	0.09287954819525278	-0.26612514291204764	0.21203411135141534	0.4171663230551106	0.07629704801345707	0.3709587297015112	0.05936789565489295	0.5391717483408027	0.04410728477653065
ec		target_only_scratch	5	ceftazidime	5	1197.2	2.422957125147607	0.1436167428863524	1.774458200023851	0.08897353398200847	0.3275060076157229	0.06008340993554396	0.6440247093713711	0.03660099145926296	0.6731160461887494	0.03658819248942938	0.39781758235321185	0.01752217910067725
ec		target_only_scratch	5	ceftriaxone	5	644.0	2.813587429221861	0.20857146146695357	2.349769301300648	0.30405536052597215	0.34991470929405055	0.09526008205519672	0.6692831965000183	0.05168938440736986	0.5934758332329677	0.0602037472305783	0.22681159420289848	0.0974037021516904
ec		target_only_scratch	5	cefuroxime	5	808.6	1.8546940353808694	0.11248974219793771	1.502575326396658	0.11185458925134108	-0.25957634863919277	0.11960395990303535	0.26647165332452477	0.06553214586083621	0.2457049857688868	0.06373610890659448	0.40244312409082783	0.04462171700548764
ec		target_only_scratch	5	chloramphenicol	5	568.6	1.4490172234915115	0.1472945029437794	1.1833516822745906	0.17450628840699012	-1.126415619959654	0.4052492595341294	0.26120420205608713	0.07110894994457398	0.25059724427215924	0.044460992581193855	0.4805069432411694	0.11859650060211528
ec		target_only_scratch	5	ciprofloxacin	5	1293.4	3.0728882394181842	0.13822199159325338	2.2537255989289067	0.11428925726885603	0.3951689126209831	0.044184768787175165	0.6860520219960135	0.03869763142836075	0.7095700703820906	0.0383941417669573	0.3208072795574633	0.0242813651759691
ec		target_only_scratch	5	imipenem	5	843.8	1.5763828928344472	0.12370911909267594	1.194556269687699	0.11295456085163776	-0.293384670528051	0.2140680304446328	0.4065455703539963	0.06474539125012321	0.39053616258593105	0.06848466512036651	0.5531180486451944	0.05966311342564551
ec		target_only_scratch	5	levofloxacin	5	547.6	1.695490229144534	0.07799229709140448	1.313188358163183	0.10706570008186002	0.4703338038347936	0.03863285942336207	0.7072500753785003	0.02999600877953835	0.6480274215156292	0.02558511800438884	0.47742318943997947	0.07455338024808877
ec		target_only_scratch	5	meropenem	5	1076.0	2.0698270874230458	0.0650123525920651	1.6487816395351138	0.08630554078688511	0.030713429762274945	0.08583169932087364	0.3730135268855216	0.04807564380449609	0.3378725477458106	0.06460290951382708	0.3833333333333333	0.046762083114271685
